id, file_name, class_id, class_name
1,piano_3_Af_a_f_00.wav,0,Af
2,piano_3_Af_a_f_01.wav,0,Af
3,piano_3_Af_a_f_02.wav,0,Af
4,piano_3_Af_a_f_03.wav,0,Af
5,piano_3_Af_a_f_04.wav,0,Af
6,piano_3_Af_a_f_05.wav,0,Af
7,piano_3_Af_a_f_06.wav,0,Af
8,piano_3_Af_a_f_07.wav,0,Af
9,piano_3_Af_a_f_08.wav,0,Af
10,piano_3_Af_a_f_09.wav,0,Af
11,piano_3_Af_a_f_10.wav,0,Af
12,piano_3_Af_a_f_11.wav,0,Af
13,piano_3_Af_a_f_12.wav,0,Af
14,piano_3_Af_a_f_13.wav,0,Af
15,piano_3_Af_a_f_14.wav,0,Af
16,piano_3_Af_a_f_15.wav,0,Af
17,piano_3_Af_a_f_16.wav,0,Af
18,piano_3_Af_a_f_17.wav,0,Af
19,piano_3_Af_a_f_18.wav,0,Af
20,piano_3_Af_a_f_19.wav,0,Af
21,piano_3_Af_a_f_20.wav,0,Af
22,piano_3_Af_a_f_21.wav,0,Af
23,piano_3_Af_a_f_22.wav,0,Af
24,piano_3_Af_a_f_23.wav,0,Af
25,piano_3_Af_a_f_24.wav,0,Af
26,piano_3_Af_a_f_25.wav,0,Af
27,piano_3_Af_a_f_26.wav,0,Af
28,piano_3_Af_a_f_27.wav,0,Af
29,piano_3_Af_a_f_28.wav,0,Af
30,piano_3_Af_a_f_29.wav,0,Af
31,piano_3_Af_a_f_30.wav,0,Af
32,piano_3_Af_a_f_31.wav,0,Af
33,piano_3_Af_a_f_32.wav,0,Af
34,piano_3_Af_a_f_33.wav,0,Af
35,piano_3_Af_a_f_34.wav,0,Af
36,piano_3_Af_a_f_35.wav,0,Af
37,piano_3_Af_a_f_36.wav,0,Af
38,piano_3_Af_a_f_37.wav,0,Af
39,piano_3_Af_a_f_38.wav,0,Af
40,piano_3_Af_a_f_39.wav,0,Af
41,piano_3_Af_a_f_40.wav,0,Af
42,piano_3_Af_a_f_41.wav,0,Af
43,piano_3_Af_a_f_42.wav,0,Af
44,piano_3_Af_a_f_43.wav,0,Af
45,piano_3_Af_a_f_44.wav,0,Af
46,piano_3_Af_a_f_45.wav,0,Af
47,piano_3_Af_a_f_46.wav,0,Af
48,piano_3_Af_a_f_47.wav,0,Af
49,piano_3_Af_a_f_48.wav,0,Af
50,piano_3_Af_a_f_49.wav,0,Af
51,piano_3_Af_a_f_50.wav,0,Af
52,piano_3_Af_a_f_51.wav,0,Af
53,piano_3_Af_a_f_52.wav,0,Af
54,piano_3_Af_a_f_53.wav,0,Af
55,piano_3_Af_a_f_54.wav,0,Af
56,piano_3_Af_a_f_55.wav,0,Af
57,piano_3_Af_a_f_56.wav,0,Af
58,piano_3_Af_a_f_57.wav,0,Af
59,piano_3_Af_a_f_58.wav,0,Af
60,piano_3_Af_a_f_59.wav,0,Af
61,piano_3_Af_a_f_60.wav,0,Af
62,piano_3_Af_a_f_61.wav,0,Af
63,piano_3_Af_a_f_62.wav,0,Af
64,piano_3_Af_a_f_63.wav,0,Af
65,piano_3_Af_a_f_64.wav,0,Af
66,piano_3_Af_a_f_65.wav,0,Af
67,piano_3_Af_a_f_66.wav,0,Af
68,piano_3_Af_a_f_67.wav,0,Af
69,piano_3_Af_a_f_68.wav,0,Af
70,piano_3_Af_a_f_69.wav,0,Af
71,piano_3_Af_a_f_70.wav,0,Af
72,piano_3_Af_a_f_71.wav,0,Af
73,piano_3_Af_a_f_72.wav,0,Af
74,piano_3_Af_a_f_73.wav,0,Af
75,piano_3_Af_a_f_74.wav,0,Af
76,piano_3_Af_a_f_75.wav,0,Af
77,piano_3_Af_a_f_76.wav,0,Af
78,piano_3_Af_a_f_77.wav,0,Af
79,piano_3_Af_a_f_78.wav,0,Af
80,piano_3_Af_a_f_79.wav,0,Af
81,piano_3_Af_a_f_80.wav,0,Af
82,piano_3_Af_a_f_81.wav,0,Af
83,piano_3_Af_a_f_82.wav,0,Af
84,piano_3_Af_a_f_83.wav,0,Af
85,piano_3_Af_a_f_84.wav,0,Af
86,piano_3_Af_a_f_85.wav,0,Af
